"";"cod_ibge";"nome_mun";"nome_uf"
"1279";250355;"Cacimbas";"Paraíba"
"1280";250360;"Caiçara";"Paraíba"
"1281";250370;"Cajazeiras";"Paraíba"
"1282";250375;"Cajazeirinhas";"Paraíba"
"1283";250380;"Caldas Brandão";"Paraíba"
"1284";250390;"Camalaú";"Paraíba"
"1285";250400;"Campina Grande";"Paraíba"
"1286";250403;"Capim";"Paraíba"
"1287";250407;"Caraúbas";"Paraíba"
"1288";250410;"Carrapateira";"Paraíba"
"1289";250415;"Casserengue";"Paraíba"
"1290";250420;"Catingueira";"Paraíba"
"1291";250430;"Catolé do Rocha";"Paraíba"
"1292";250435;"Caturité";"Paraíba"
"1293";250440;"Conceição";"Paraíba"
"1294";250450;"Condado";"Paraíba"
"1295";250460;"Conde";"Paraíba"
"1296";250470;"Congo";"Paraíba"
"1297";250480;"Coremas";"Paraíba"
"1298";250485;"Coxixola";"Paraíba"
"1299";250490;"Cruz do Espírito Santo";"Paraíba"
"1300";250500;"Cubati";"Paraíba"
"1301";250510;"Cuité";"Paraíba"
"1302";250520;"Cuitegi";"Paraíba"
"1303";250523;"Cuité de Mamanguape";"Paraíba"
"1304";250527;"Curral de Cima";"Paraíba"
"1305";250530;"Curral Velho";"Paraíba"
"1306";250535;"Damião";"Paraíba"
"1307";250540;"Desterro";"Paraíba"
"1308";250550;"Vista Serrana";"Paraíba"
"1309";250560;"Diamante";"Paraíba"
"1310";250570;"Dona Inês";"Paraíba"
"1311";250580;"Duas Estradas";"Paraíba"
"1312";250590;"Emas";"Paraíba"
"1313";250600;"Esperança";"Paraíba"
"1314";250610;"Fagundes";"Paraíba"
"1315";250620;"Frei Martinho";"Paraíba"
"1316";250625;"Gado Bravo";"Paraíba"
"1317";250630;"Guarabira";"Paraíba"
"1318";250640;"Gurinhém";"Paraíba"
"1319";250650;"Gurjão";"Paraíba"
"1320";250660;"Ibiara";"Paraíba"
"1321";250670;"Imaculada";"Paraíba"
"1322";250680;"Ingá";"Paraíba"
"1323";250690;"Itabaiana";"Paraíba"
"1324";250700;"Itaporanga";"Paraíba"
"1325";250710;"Itapororoca";"Paraíba"
"1326";250720;"Itatuba";"Paraíba"
"1327";250730;"Jacaraú";"Paraíba"
"1328";250740;"Jericó";"Paraíba"
"1329";250750;"João Pessoa";"Paraíba"
"1330";250760;"Juarez Távora";"Paraíba"
"1331";250770;"Juazeirinho";"Paraíba"
"1332";250780;"Junco do Seridó";"Paraíba"
"1333";250790;"Juripiranga";"Paraíba"
"1334";250800;"Juru";"Paraíba"
"1335";250810;"Lagoa";"Paraíba"
"1336";250820;"Lagoa de Dentro";"Paraíba"
"1337";250830;"Lagoa Seca";"Paraíba"
"1338";250840;"Lastro";"Paraíba"
"1339";250850;"Livramento";"Paraíba"
"1340";250855;"Logradouro";"Paraíba"
"1341";250860;"Lucena";"Paraíba"
"1342";250870;"Mãe d'Água";"Paraíba"
"1343";250880;"Malta";"Paraíba"
"1344";250890;"Mamanguape";"Paraíba"
"1345";250900;"Manaíra";"Paraíba"
"1346";250905;"Marcação";"Paraíba"
"1347";250910;"Mari";"Paraíba"
"1348";250915;"Marizópolis";"Paraíba"
"1349";250920;"Massaranduba";"Paraíba"
"1350";250930;"Mataraca";"Paraíba"
"1351";250933;"Matinhas";"Paraíba"
"1352";250937;"Mato Grosso";"Paraíba"
"1353";250939;"Maturéia";"Paraíba"
"1354";250940;"Mogeiro";"Paraíba"
"1355";250950;"Montadas";"Paraíba"
"1356";250960;"Monte Horebe";"Paraíba"
"1357";250970;"Monteiro";"Paraíba"
"1358";250980;"Mulungu";"Paraíba"
"1359";250990;"Natuba";"Paraíba"
"1360";251000;"Nazarezinho";"Paraíba"
"1361";251010;"Nova Floresta";"Paraíba"
"1362";251020;"Nova Olinda";"Paraíba"
"1363";251030;"Nova Palmeira";"Paraíba"
"1364";251040;"Olho d'Água";"Paraíba"
"1365";251050;"Olivedos";"Paraíba"
"1366";251060;"Ouro Velho";"Paraíba"
"1367";251065;"Parari";"Paraíba"
"1368";251070;"Passagem";"Paraíba"
"1369";251080;"Patos";"Paraíba"
"1370";251090;"Paulista";"Paraíba"
"1371";251100;"Pedra Branca";"Paraíba"
"1372";251110;"Pedra Lavrada";"Paraíba"
"1373";251120;"Pedras de Fogo";"Paraíba"
"1374";251130;"Piancó";"Paraíba"
"1375";251140;"Picuí";"Paraíba"
"1376";251150;"Pilar";"Paraíba"
"1377";251160;"Pilões";"Paraíba"
"1378";251170;"Pilõezinhos";"Paraíba"
"1379";251180;"Pirpirituba";"Paraíba"
"1380";251190;"Pitimbu";"Paraíba"
"1381";251200;"Pocinhos";"Paraíba"
"1382";251203;"Poço Dantas";"Paraíba"
"1383";251207;"Poço de José de Moura";"Paraíba"
"1384";251210;"Pombal";"Paraíba"
"1385";251220;"Prata";"Paraíba"
"1386";251230;"Princesa Isabel";"Paraíba"
"1387";251240;"Puxinanã";"Paraíba"
"1388";251250;"Queimadas";"Paraíba"
"1389";251260;"Quixaba";"Paraíba"
"1390";251270;"Remígio";"Paraíba"
"1391";251272;"Pedro Régis";"Paraíba"
"1392";251274;"Riachão";"Paraíba"
"1393";251275;"Riachão do Bacamarte";"Paraíba"
"1394";251276;"Riachão do Poço";"Paraíba"
"1395";251278;"Riacho de Santo Antônio";"Paraíba"
"1396";251280;"Riacho dos Cavalos";"Paraíba"
"1397";251290;"Rio Tinto";"Paraíba"
"1398";251300;"Salgadinho";"Paraíba"
"1399";251310;"Salgado de São Félix";"Paraíba"
"1400";251315;"Santa Cecília";"Paraíba"
"1401";251320;"Santa Cruz";"Paraíba"
"1402";251330;"Santa Helena";"Paraíba"
"1403";251335;"Santa Inês";"Paraíba"
"1404";251340;"Santa Luzia";"Paraíba"
"1405";251350;"Santana de Mangueira";"Paraíba"
"1406";251360;"Santana dos Garrotes";"Paraíba"
"1407";251365;"Joca Claudino";"Paraíba"
"1408";251370;"Santa Rita";"Paraíba"
"1409";251380;"Santa Teresinha";"Paraíba"
"1410";251385;"Santo André";"Paraíba"
"1411";251390;"São Bento";"Paraíba"
"1412";251392;"São Bentinho";"Paraíba"
"1413";251394;"São Domingos do Cariri";"Paraíba"
"1414";251396;"São Domingos";"Paraíba"
"1415";251398;"São Francisco";"Paraíba"
"1416";251400;"São João do Cariri";"Paraíba"
"1417";251410;"São João do Tigre";"Paraíba"
"1418";251420;"São José da Lagoa Tapada";"Paraíba"
"1419";251430;"São José de Caiana";"Paraíba"
"1420";251440;"São José de Espinharas";"Paraíba"
"1421";251445;"São José dos Ramos";"Paraíba"
"1422";251450;"São José de Piranhas";"Paraíba"
"1423";251455;"São José de Princesa";"Paraíba"
"1424";251460;"São José do Bonfim";"Paraíba"
"1425";251465;"São José do Brejo do Cruz";"Paraíba"
"1426";251470;"São José do Sabugi";"Paraíba"
"1427";251480;"São José dos Cordeiros";"Paraíba"
"1428";251490;"São Mamede";"Paraíba"
"1429";251500;"São Miguel de Taipu";"Paraíba"
"1430";251510;"São Sebastião de Lagoa de Roça";"Paraíba"
"1431";251520;"São Sebastião do Umbuzeiro";"Paraíba"
"1432";251530;"Sapé";"Paraíba"
"1433";251540;"São Vicente do Seridó";"Paraíba"
"1434";251550;"Serra Branca";"Paraíba"
"1435";251560;"Serra da Raiz";"Paraíba"
"1436";251570;"Serra Grande";"Paraíba"
"1437";251580;"Serra Redonda";"Paraíba"
"1438";251590;"Serraria";"Paraíba"
"1439";251593;"Sertãozinho";"Paraíba"
"1440";251597;"Sobrado";"Paraíba"
"1441";251600;"Solânea";"Paraíba"
"1442";251610;"Soledade";"Paraíba"
"1443";251615;"Sossêgo";"Paraíba"
"1444";251620;"Sousa";"Paraíba"
"1445";251630;"Sumé";"Paraíba"
"1446";251640;"Tacima";"Paraíba"
"1447";251650;"Taperoá";"Paraíba"
"1448";251660;"Tavares";"Paraíba"
"1449";251670;"Teixeira";"Paraíba"
"1450";251675;"Tenório";"Paraíba"
"1451";251680;"Triunfo";"Paraíba"
"1452";251690;"Uiraúna";"Paraíba"
"1453";251700;"Umbuzeiro";"Paraíba"
"1454";251710;"Várzea";"Paraíba"
"1455";251720;"Vieirópolis";"Paraíba"
"1456";251740;"Zabelê";"Paraíba"
"1457";260005;"Abreu e Lima";"Pernambuco"
"1458";260010;"Afogados da Ingazeira";"Pernambuco"
"1459";260020;"Afrânio";"Pernambuco"
"1460";260030;"Agrestina";"Pernambuco"
"1461";260040;"Água Preta";"Pernambuco"
"1462";260050;"Águas Belas";"Pernambuco"
"1463";260060;"Alagoinha";"Pernambuco"
"1464";260070;"Aliança";"Pernambuco"
"1465";260080;"Altinho";"Pernambuco"
"1466";260090;"Amaraji";"Pernambuco"
"1467";260100;"Angelim";"Pernambuco"
"1468";260105;"Araçoiaba";"Pernambuco"
"1469";260110;"Araripina";"Pernambuco"
"1470";260120;"Arcoverde";"Pernambuco"
"1471";260130;"Barra de Guabiraba";"Pernambuco"
"1472";260140;"Barreiros";"Pernambuco"
"1473";260150;"Belém de Maria";"Pernambuco"
"1474";260160;"Belém do São Francisco";"Pernambuco"
"1475";260170;"Belo Jardim";"Pernambuco"
"1476";260180;"Betânia";"Pernambuco"
"1477";260190;"Bezerros";"Pernambuco"
"1478";260200;"Bodocó";"Pernambuco"
"1479";260210;"Bom Conselho";"Pernambuco"
"1480";260220;"Bom Jardim";"Pernambuco"
"1481";260230;"Bonito";"Pernambuco"
"1482";260240;"Brejão";"Pernambuco"
"1483";260250;"Brejinho";"Pernambuco"
"1484";260260;"Brejo da Madre de Deus";"Pernambuco"
"1485";260270;"Buenos Aires";"Pernambuco"
"1486";260280;"Buíque";"Pernambuco"
"1487";260290;"Cabo de Santo Agostinho";"Pernambuco"
"1488";260300;"Cabrobó";"Pernambuco"
"1489";260310;"Cachoeirinha";"Pernambuco"
"1490";260320;"Caetés";"Pernambuco"
"1491";260330;"Calçado";"Pernambuco"
"1492";260340;"Calumbi";"Pernambuco"
"1493";260345;"Camaragibe";"Pernambuco"
"1494";260350;"Camocim de São Félix";"Pernambuco"
"1495";260360;"Camutanga";"Pernambuco"
"1496";260370;"Canhotinho";"Pernambuco"
"1497";260380;"Capoeiras";"Pernambuco"
"1498";260390;"Carnaíba";"Pernambuco"
"1499";260392;"Carnaubeira da Penha";"Pernambuco"
"1500";260400;"Carpina";"Pernambuco"
"1501";260410;"Caruaru";"Pernambuco"
"1502";260415;"Casinhas";"Pernambuco"
"1503";260420;"Catende";"Pernambuco"
"1504";260430;"Cedro";"Pernambuco"
"1505";260440;"Chã de Alegria";"Pernambuco"
"1506";260450;"Chã Grande";"Pernambuco"
"1507";260460;"Condado";"Pernambuco"
"1508";260470;"Correntes";"Pernambuco"
"1509";260480;"Cortês";"Pernambuco"
"1510";260490;"Cumaru";"Pernambuco"
"1511";260500;"Cupira";"Pernambuco"
"1512";260510;"Custódia";"Pernambuco"
"1513";260515;"Dormentes";"Pernambuco"
"1514";260520;"Escada";"Pernambuco"
"1515";260530;"Exu";"Pernambuco"
"1516";260540;"Feira Nova";"Pernambuco"
"1517";260550;"Ferreiros";"Pernambuco"
"1518";260560;"Flores";"Pernambuco"
"1519";260570;"Floresta";"Pernambuco"
"1520";260580;"Frei Miguelinho";"Pernambuco"
"1521";260590;"Gameleira";"Pernambuco"
"1522";260600;"Garanhuns";"Pernambuco"
"1523";260610;"Glória do Goitá";"Pernambuco"
"1524";260620;"Goiana";"Pernambuco"
"1525";260630;"Granito";"Pernambuco"
"1526";260640;"Gravatá";"Pernambuco"
"1527";260650;"Iati";"Pernambuco"
"1528";260660;"Ibimirim";"Pernambuco"
"1529";260670;"Ibirajuba";"Pernambuco"
"1530";260680;"Igarassu";"Pernambuco"
"1531";260690;"Iguaracy";"Pernambuco"
"1532";260700;"Inajá";"Pernambuco"
"1533";260710;"Ingazeira";"Pernambuco"
"1534";260720;"Ipojuca";"Pernambuco"
"1535";260730;"Ipubi";"Pernambuco"
"1536";260740;"Itacuruba";"Pernambuco"
"1537";260750;"Itaíba";"Pernambuco"
"1538";260760;"Ilha de Itamaracá";"Pernambuco"
"1539";260765;"Itambé";"Pernambuco"
"1540";260770;"Itapetim";"Pernambuco"
"1541";260775;"Itapissuma";"Pernambuco"
"1542";260780;"Itaquitinga";"Pernambuco"
"1543";260790;"Jaboatão dos Guararapes";"Pernambuco"
"1544";260795;"Jaqueira";"Pernambuco"
"1545";260800;"Jataúba";"Pernambuco"
"1546";260805;"Jatobá";"Pernambuco"
"1547";260810;"João Alfredo";"Pernambuco"
"1548";260820;"Joaquim Nabuco";"Pernambuco"
"1549";260825;"Jucati";"Pernambuco"
"1550";260830;"Jupi";"Pernambuco"
"1551";260840;"Jurema";"Pernambuco"
"1552";260845;"Lagoa do Carro";"Pernambuco"
"1553";260850;"Lagoa de Itaenga";"Pernambuco"
"1554";260860;"Lagoa do Ouro";"Pernambuco"
"1555";260870;"Lagoa dos Gatos";"Pernambuco"
"1556";260875;"Lagoa Grande";"Pernambuco"
"1557";260880;"Lajedo";"Pernambuco"
"1558";260890;"Limoeiro";"Pernambuco"
"1559";260900;"Macaparana";"Pernambuco"
"1560";260910;"Machados";"Pernambuco"
"1561";260915;"Manari";"Pernambuco"
"1562";260920;"Maraial";"Pernambuco"
"1563";260930;"Mirandiba";"Pernambuco"
"1564";260940;"Moreno";"Pernambuco"
"1565";260950;"Nazaré da Mata";"Pernambuco"
"1566";260960;"Olinda";"Pernambuco"
"1567";260970;"Orobó";"Pernambuco"
"1568";260980;"Orocó";"Pernambuco"
"1569";260990;"Ouricuri";"Pernambuco"
"1570";261000;"Palmares";"Pernambuco"
"1571";261010;"Palmeirina";"Pernambuco"
"1572";261020;"Panelas";"Pernambuco"
"1573";261030;"Paranatama";"Pernambuco"
"1574";261040;"Parnamirim";"Pernambuco"
"1575";261050;"Passira";"Pernambuco"
"1576";261060;"Paudalho";"Pernambuco"
"1577";261070;"Paulista";"Pernambuco"
"1578";261080;"Pedra";"Pernambuco"
"1579";261090;"Pesqueira";"Pernambuco"
"1580";261100;"Petrolândia";"Pernambuco"
"1581";261110;"Petrolina";"Pernambuco"
"1582";261120;"Poção";"Pernambuco"
"1583";261130;"Pombos";"Pernambuco"
"1584";261140;"Primavera";"Pernambuco"
"1585";261150;"Quipapá";"Pernambuco"
"1586";261153;"Quixaba";"Pernambuco"
"1587";261160;"Recife";"Pernambuco"
"1588";261170;"Riacho das Almas";"Pernambuco"
"1589";261180;"Ribeirão";"Pernambuco"
"1590";261190;"Rio Formoso";"Pernambuco"
"1591";261200;"Sairé";"Pernambuco"
"1592";261210;"Salgadinho";"Pernambuco"
"1593";261220;"Salgueiro";"Pernambuco"
"1594";261230;"Saloá";"Pernambuco"
"1595";261240;"Sanharó";"Pernambuco"
"1596";261245;"Santa Cruz";"Pernambuco"
"1597";261247;"Santa Cruz da Baixa Verde";"Pernambuco"
"1598";261250;"Santa Cruz do Capibaribe";"Pernambuco"
"1599";261255;"Santa Filomena";"Pernambuco"
"1600";261260;"Santa Maria da Boa Vista";"Pernambuco"
"1601";261270;"Santa Maria do Cambucá";"Pernambuco"
"1602";261280;"Santa Terezinha";"Pernambuco"
"1603";261290;"São Benedito do Sul";"Pernambuco"
"1604";261300;"São Bento do Una";"Pernambuco"
"1605";261310;"São Caitano";"Pernambuco"
"1606";261320;"São João";"Pernambuco"
"1607";261330;"São Joaquim do Monte";"Pernambuco"
"1608";261340;"São José da Coroa Grande";"Pernambuco"
"1609";261350;"São José do Belmonte";"Pernambuco"
"1610";261360;"São José do Egito";"Pernambuco"
"1611";261370;"São Lourenço da Mata";"Pernambuco"
"1612";261380;"São Vicente Ferrer";"Pernambuco"
"1613";261390;"Serra Talhada";"Pernambuco"
"1614";261400;"Serrita";"Pernambuco"
"1615";261410;"Sertânia";"Pernambuco"
"1616";261420;"Sirinhaém";"Pernambuco"
"1617";261430;"Moreilândia";"Pernambuco"
"1618";261440;"Solidão";"Pernambuco"
"1619";261450;"Surubim";"Pernambuco"
"1620";261460;"Tabira";"Pernambuco"
"1621";261470;"Tacaimbó";"Pernambuco"
"1622";261480;"Tacaratu";"Pernambuco"
"1623";261485;"Tamandaré";"Pernambuco"
"1624";261500;"Taquaritinga do Norte";"Pernambuco"
"1625";261510;"Terezinha";"Pernambuco"
"1626";261520;"Terra Nova";"Pernambuco"
"1627";261530;"Timbaúba";"Pernambuco"
"1628";261540;"Toritama";"Pernambuco"
"1629";261550;"Tracunhaém";"Pernambuco"
"1630";261560;"Trindade";"Pernambuco"
"1631";261570;"Triunfo";"Pernambuco"
"1632";261580;"Tupanatinga";"Pernambuco"
"1633";261590;"Tuparetama";"Pernambuco"
"1634";261600;"Venturosa";"Pernambuco"
"1635";261610;"Verdejante";"Pernambuco"
"1636";261618;"Vertente do Lério";"Pernambuco"
"1637";261620;"Vertentes";"Pernambuco"
"1638";261630;"Vicência";"Pernambuco"
"1639";261640;"Vitória de Santo Antão";"Pernambuco"
"1640";261650;"Xexéu";"Pernambuco"
"1641";270010;"Água Branca";"Alagoas"
"1642";270020;"Anadia";"Alagoas"
"1643";270030;"Arapiraca";"Alagoas"
"1644";270040;"Atalaia";"Alagoas"
"1645";270050;"Barra de Santo Antônio";"Alagoas"
"1646";270060;"Barra de São Miguel";"Alagoas"
"1647";270070;"Batalha";"Alagoas"
"1648";270080;"Belém";"Alagoas"
"1649";270090;"Belo Monte";"Alagoas"
"1650";270100;"Boca da Mata";"Alagoas"
"1651";270110;"Branquinha";"Alagoas"
"1652";270120;"Cacimbinhas";"Alagoas"
"1653";270130;"Cajueiro";"Alagoas"
"1654";270140;"Campo Alegre";"Alagoas"
"1655";270160;"Canapi";"Alagoas"
"1656";270170;"Capela";"Alagoas"
"1657";270180;"Carneiros";"Alagoas"
"1658";270190;"Chã Preta";"Alagoas"
"1659";270200;"Coité do Nóia";"Alagoas"
"1660";270210;"Colônia Leopoldina";"Alagoas"
"1661";270220;"Coqueiro Seco";"Alagoas"
"1662";270230;"Coruripe";"Alagoas"
"1663";270235;"Craíbas";"Alagoas"
"1664";270240;"Delmiro Gouveia";"Alagoas"
"1665";270250;"Dois Riachos";"Alagoas"
"1666";270255;"Estrela de Alagoas";"Alagoas"
"1667";270260;"Feira Grande";"Alagoas"
"1668";270270;"Feliz Deserto";"Alagoas"
"1669";270290;"Girau do Ponciano";"Alagoas"
"1670";270300;"Ibateguara";"Alagoas"
"1671";270310;"Igaci";"Alagoas"
"1672";270330;"Inhapi";"Alagoas"
"1673";270340;"Jacaré dos Homens";"Alagoas"
"1674";270350;"Jacuípe";"Alagoas"
"1675";270360;"Japaratinga";"Alagoas"
"1676";270370;"Jaramataia";"Alagoas"
"1677";270375;"Jequiá da Praia";"Alagoas"
"1678";270380;"Joaquim Gomes";"Alagoas"
"1679";270390;"Jundiá";"Alagoas"
"1680";270400;"Junqueiro";"Alagoas"
"1681";270410;"Lagoa da Canoa";"Alagoas"
"1682";270420;"Limoeiro de Anadia";"Alagoas"
"1683";270430;"Maceió";"Alagoas"
"1684";270440;"Major Isidoro";"Alagoas"
"1685";270450;"Maragogi";"Alagoas"
"1686";270460;"Maravilha";"Alagoas"
"1687";270470;"Marechal Deodoro";"Alagoas"
"1688";270480;"Maribondo";"Alagoas"
"1689";270490;"Mar Vermelho";"Alagoas"
"1690";270500;"Mata Grande";"Alagoas"
"1691";270510;"Matriz de Camaragibe";"Alagoas"
"1692";270520;"Messias";"Alagoas"
"1693";270530;"Minador do Negrão";"Alagoas"
"1694";270540;"Monteirópolis";"Alagoas"
"1695";270550;"Murici";"Alagoas"
"1696";270560;"Novo Lino";"Alagoas"
"1697";270570;"Olho d'Água das Flores";"Alagoas"
"1698";270580;"Olho d'Água do Casado";"Alagoas"
"1699";270590;"Olho d'Água Grande";"Alagoas"
"1700";270600;"Olivença";"Alagoas"
"1701";270610;"Ouro Branco";"Alagoas"
"1702";270620;"Palestina";"Alagoas"
"1703";270630;"Palmeira dos Índios";"Alagoas"
"1704";270640;"Pão de Açúcar";"Alagoas"
"1705";270642;"Pariconha";"Alagoas"
"1706";270644;"Paripueira";"Alagoas"
"1707";270660;"Paulo Jacinto";"Alagoas"
"1708";270670;"Penedo";"Alagoas"
"1709";270680;"Piaçabuçu";"Alagoas"
"1710";270690;"Pilar";"Alagoas"
"1711";270700;"Pindoba";"Alagoas"
"1712";270710;"Piranhas";"Alagoas"
"1713";270720;"Poço das Trincheiras";"Alagoas"
"1714";270730;"Porto Calvo";"Alagoas"
"1715";270740;"Porto de Pedras";"Alagoas"
"1716";270750;"Porto Real do Colégio";"Alagoas"
"1717";270760;"Quebrangulo";"Alagoas"
"1718";270770;"Rio Largo";"Alagoas"
"1719";270780;"Roteiro";"Alagoas"
"1720";270790;"Santa Luzia do Norte";"Alagoas"
"1721";270800;"Santana do Ipanema";"Alagoas"
"1722";270810;"Santana do Mundaú";"Alagoas"
"1723";270820;"São Brás";"Alagoas"
"1724";270830;"São José da Laje";"Alagoas"
"1725";270840;"São José da Tapera";"Alagoas"
"1726";270860;"São Miguel dos Campos";"Alagoas"
"1727";270870;"São Miguel dos Milagres";"Alagoas"
"1728";270880;"São Sebastião";"Alagoas"
"1729";270890;"Satuba";"Alagoas"
"1730";270895;"Senador Rui Palmeira";"Alagoas"
"1731";270900;"Tanque d'Arca";"Alagoas"
"1732";270910;"Taquarana";"Alagoas"
"1733";270915;"Teotônio Vilela";"Alagoas"
"1734";270920;"Traipu";"Alagoas"
"1735";270930;"União dos Palmares";"Alagoas"
"1736";270940;"Viçosa";"Alagoas"
"1737";280010;"Amparo de São Francisco";"Sergipe"
"1738";280020;"Aquidabã";"Sergipe"
"1739";280030;"Aracaju";"Sergipe"
"1740";280040;"Arauá";"Sergipe"
"1741";280050;"Areia Branca";"Sergipe"
"1742";280060;"Barra dos Coqueiros";"Sergipe"
"1743";280067;"Boquim";"Sergipe"
"1744";280070;"Brejo Grande";"Sergipe"
"1745";280100;"Campo do Brito";"Sergipe"
"1746";280110;"Canhoba";"Sergipe"
"1747";280120;"Canindé de São Francisco";"Sergipe"
"1748";280130;"Capela";"Sergipe"
"1749";280140;"Carira";"Sergipe"
"1750";280150;"Carmópolis";"Sergipe"
"1751";280160;"Cedro de São João";"Sergipe"
"1752";280170;"Cristinápolis";"Sergipe"
"1753";280190;"Cumbe";"Sergipe"
"1754";280200;"Divina Pastora";"Sergipe"
"1755";280210;"Estância";"Sergipe"
"1756";280220;"Feira Nova";"Sergipe"
"1757";280230;"Frei Paulo";"Sergipe"
"1758";280240;"Gararu";"Sergipe"
"1759";280250;"General Maynard";"Sergipe"
"1760";280260;"Gracho Cardoso";"Sergipe"
"1761";280270;"Ilha das Flores";"Sergipe"
"1762";280280;"Indiaroba";"Sergipe"
"1763";280290;"Itabaiana";"Sergipe"
"1764";280300;"Itabaianinha";"Sergipe"
"1765";280310;"Itabi";"Sergipe"
"1766";280320;"Itaporanga d'Ajuda";"Sergipe"
"1767";280330;"Japaratuba";"Sergipe"
"1768";280340;"Japoatã";"Sergipe"
"1769";280350;"Lagarto";"Sergipe"
"1770";280360;"Laranjeiras";"Sergipe"
"1771";280370;"Macambira";"Sergipe"
"1772";280380;"Malhada dos Bois";"Sergipe"
"1773";280390;"Malhador";"Sergipe"
"1774";280400;"Maruim";"Sergipe"
"1775";280410;"Moita Bonita";"Sergipe"
"1776";280420;"Monte Alegre de Sergipe";"Sergipe"
"1777";280430;"Muribeca";"Sergipe"
"1778";280440;"Neópolis";"Sergipe"
"1779";280445;"Nossa Senhora Aparecida";"Sergipe"
"1780";280450;"Nossa Senhora da Glória";"Sergipe"
"1781";280460;"Nossa Senhora das Dores";"Sergipe"
"1782";280470;"Nossa Senhora de Lourdes";"Sergipe"
"1783";280480;"Nossa Senhora do Socorro";"Sergipe"
"1784";280490;"Pacatuba";"Sergipe"
"1785";280500;"Pedra Mole";"Sergipe"
"1786";280510;"Pedrinhas";"Sergipe"
"1787";280520;"Pinhão";"Sergipe"
"1788";280530;"Pirambu";"Sergipe"
"1789";280540;"Poço Redondo";"Sergipe"
"1790";280550;"Poço Verde";"Sergipe"
"1791";280560;"Porto da Folha";"Sergipe"
"1792";280570;"Propriá";"Sergipe"
"1793";280580;"Riachão do Dantas";"Sergipe"
"1794";280590;"Riachuelo";"Sergipe"
"1795";280600;"Ribeirópolis";"Sergipe"
"1796";280610;"Rosário do Catete";"Sergipe"
"1797";280620;"Salgado";"Sergipe"
"1798";280630;"Santa Luzia do Itanhy";"Sergipe"
"1799";280640;"Santana do São Francisco";"Sergipe"
"1800";280650;"Santa Rosa de Lima";"Sergipe"
"1801";280660;"Santo Amaro das Brotas";"Sergipe"
"1802";280670;"São Cristóvão";"Sergipe"
"1803";280680;"São Domingos";"Sergipe"
"1804";280690;"São Francisco";"Sergipe"
"1805";280700;"São Miguel do Aleixo";"Sergipe"
"1806";280710;"Simão Dias";"Sergipe"
"1807";280720;"Siriri";"Sergipe"
"1808";280730;"Telha";"Sergipe"
"1809";280740;"Tobias Barreto";"Sergipe"
"1810";280750;"Tomar do Geru";"Sergipe"
"1811";280760;"Umbaúba";"Sergipe"
"1812";290010;"Abaíra";"Bahia"
"1813";290020;"Abaré";"Bahia"
"1814";290030;"Acajutiba";"Bahia"
"1815";290035;"Adustina";"Bahia"
"1816";290040;"Água Fria";"Bahia"
"1817";290050;"Érico Cardoso";"Bahia"
"1818";290060;"Aiquara";"Bahia"
"1819";290070;"Alagoinhas";"Bahia"
"1820";290080;"Alcobaça";"Bahia"
"1821";290090;"Almadina";"Bahia"
"1822";290100;"Amargosa";"Bahia"
"1823";290110;"Amélia Rodrigues";"Bahia"
"1824";290115;"América Dourada";"Bahia"
"1825";290120;"Anagé";"Bahia"
"1826";290130;"Andaraí";"Bahia"
"1827";290135;"Andorinha";"Bahia"
"1828";290140;"Angical";"Bahia"
"1829";290150;"Anguera";"Bahia"
"1830";290160;"Antas";"Bahia"
"1831";290170;"Antônio Cardoso";"Bahia"
"1832";290180;"Antônio Gonçalves";"Bahia"
"1833";290190;"Aporá";"Bahia"
"1834";290195;"Apuarema";"Bahia"
"1835";290200;"Aracatu";"Bahia"
"1836";290205;"Araças";"Bahia"
"1837";290210;"Araci";"Bahia"
"1838";290220;"Aramari";"Bahia"
"1839";290225;"Arataca";"Bahia"
"1840";290230;"Aratuípe";"Bahia"
"1841";290240;"Aurelino Leal";"Bahia"
"1842";290250;"Baianópolis";"Bahia"
"1843";290260;"Baixa Grande";"Bahia"
"1844";290265;"Banzaê";"Bahia"
"1845";290270;"Barra";"Bahia"
"1846";290280;"Barra da Estiva";"Bahia"
"1847";290290;"Barra do Choça";"Bahia"
"1848";290300;"Barra do Mendes";"Bahia"
"1849";290310;"Barra do Rocha";"Bahia"
"1850";290320;"Barreiras";"Bahia"
"1851";290323;"Barro Alto";"Bahia"
"1852";290327;"Barrocas";"Bahia"
"1853";290330;"Barro Preto";"Bahia"
"1854";290340;"Belmonte";"Bahia"
"1855";290350;"Belo Campo";"Bahia"
"1856";290360;"Biritinga";"Bahia"
"1857";290370;"Boa Nova";"Bahia"
"1858";290380;"Boa Vista do Tupim";"Bahia"
"1859";290390;"Bom Jesus da Lapa";"Bahia"
"1860";290395;"Bom Jesus da Serra";"Bahia"
"1861";290400;"Boninal";"Bahia"
"1862";290405;"Bonito";"Bahia"
"1863";290410;"Boquira";"Bahia"
"1864";290420;"Botuporã";"Bahia"
"1865";290430;"Brejões";"Bahia"
"1866";290440;"Brejolândia";"Bahia"
"1867";290450;"Brotas de Macaúbas";"Bahia"
"1868";290460;"Brumado";"Bahia"
"1869";290470;"Buerarema";"Bahia"
"1870";290475;"Buritirama";"Bahia"
"1871";290485;"Cabaceiras do Paraguaçu";"Bahia"
"1872";290490;"Cachoeira";"Bahia"
